"id","title","leave_id","employee_id","dates","description"
"411","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"412","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"413","PUBLIC HOLIDAY","0","0","2023-04-24T00:00:00.000Z",""
"414","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"415","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"416","Public Holiday","0","0","2023-04-25T00:00:00.000Z",""
"417","Public Holiday","0","0","2023-04-25T00:00:00.000Z",""
"418","Public Holiday","0","0","2023-04-25T00:00:00.000Z",""
"419","Public Holiday","0","0","2023-04-25T00:00:00.000Z",""
"420","PUBLIC HOLIDAY","0","0","2023-04-25T00:00:00.000Z",""
"421","Public Holiday","0","0","2023-04-25T00:00:00.000Z",""
"422","Annual Leave","1","11","2023-04-26T00:00:00.000Z",""
"423","Sick Leave","6","4","2023-04-26T00:00:00.000Z",""
"424","Annual Leave","1","11","2023-04-27T00:00:00.000Z",""
"425","Public Holiday Replacement","5","2","2023-04-28T00:00:00.000Z",""
"426","Annual Leave","1","11","2023-04-28T00:00:00.000Z",""
"427","Public Holiday","0","0","2023-05-01T00:00:00.000Z",""
"428","Public Holiday","0","0","2023-05-01T00:00:00.000Z",""
"429","Public Holiday","0","0","2023-05-01T00:00:00.000Z",""
"430","Annual Leave","1","11","2023-05-01T00:00:00.000Z",""
"431","Annual Leave","1","11","2023-05-02T00:00:00.000Z",""
"432","Annual Leave","1","11","2023-05-03T00:00:00.000Z",""
"433","Annual Leave","1","11","2023-05-04T00:00:00.000Z",""
"434","Half-Day Off","2","8","2023-05-05T00:00:00.000Z",""
"435","Half-Day Off","2","2","2023-05-05T00:00:00.000Z",""
"436","Annual Leave","1","11","2023-05-05T00:00:00.000Z",""
"437","Public Holiday Replacement","5","4","2023-05-08T00:00:00.000Z",""
"438","Annual Leave","1","3","2023-05-09T00:00:00.000Z",""
"439","ANNUAL LEAVE","1","2","2023-05-09T00:00:00.000Z",""
"440","Public Holiday Replacement","5","2","2023-05-09T00:00:00.000Z",""
"441","Public Holiday Replacement","5","2","2023-05-11T00:00:00.000Z",""
"442","Public Holiday Replacement","5","5","2023-05-15T00:00:00.000Z",""
"443","Public Holiday Replacement","5","13","2023-05-15T00:00:00.000Z",""
"444","Public Holiday","0","0","2023-05-18T00:00:00.000Z",""
"445","Public Holiday","0","0","2023-05-18T00:00:00.000Z",""
"446","Public Holiday","0","0","2023-05-18T00:00:00.000Z",""
"447","Public Holiday","0","0","2023-05-18T00:00:00.000Z",""
"448","Public Holiday Replacement","5","10","2023-05-19T00:00:00.000Z",""
"449","Public Holiday Replacement","5","7","2023-05-19T00:00:00.000Z",""
"450","Public Holiday Replacement","5","5","2023-05-26T00:00:00.000Z",""
"451","Public Holiday","0","0","2023-06-01T00:00:00.000Z",""
"452","Public Holiday","0","0","2023-06-01T00:00:00.000Z",""
"453","Public Holiday","0","0","2023-06-01T00:00:00.000Z",""
"454","Public Holiday","0","0","2023-06-01T00:00:00.000Z",""
"455","Public Holiday","0","0","2023-06-01T00:00:00.000Z",""
"456","Public Holiday","0","0","2023-06-01T00:00:00.000Z",""
"457","Public Holiday Replacement","5","7","2023-06-02T00:00:00.000Z",""
"458","Public Holiday Replacement","5","9","2023-06-02T00:00:00.000Z",""
"459","Half-Day Off","2","2","2023-06-08T00:00:00.000Z",""
"460","Annual Leave","1","2","2023-06-09T00:00:00.000Z",""
"461","Public Holiday Replacement","5","13","2023-06-12T00:00:00.000Z",""
"462","Half-Day Off","2","8","2023-06-15T00:00:00.000Z",""
"463","Public Holiday Replacement","5","11","2023-06-16T00:00:00.000Z",""
"464","Public Holiday Replacement","5","13","2023-06-19T00:00:00.000Z",""
"465","Annual Leave","1","2","2023-06-22T00:00:00.000Z",""
"466","Annual Leave","1","5","2023-06-23T00:00:00.000Z",""
"467","Half-Day Off","2","7","2023-06-28T00:00:00.000Z",""
"468","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"469","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"470","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"471","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"472","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"473","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"474","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"475","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"476","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"477","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"478","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"479","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"480","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"481","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"482","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"483","Public Holiday","0","0","2023-06-29T00:00:00.000Z",""
"484","Public Holiday Replacement","5","8","2023-06-30T00:00:00.000Z",""
"485","Public Holiday Replacement","5","7","2023-06-30T00:00:00.000Z",""
"486","Public Holiday Replacement","5","14","2023-06-30T00:00:00.000Z",""
"487","Sick Leave","6","6","2023-06-30T00:00:00.000Z",""
"488","Public Holiday Replacement","5","2","2023-07-03T00:00:00.000Z",""
"489","Public Holiday Replacement","5","9","2023-07-03T00:00:00.000Z",""
"490","Sick Leave","6","51","2023-07-04T00:00:00.000Z",""
"491","Public Holiday Replacement","5","10","2023-07-07T00:00:00.000Z",""
"492","Public Holiday Replacement","5","5","2023-07-10T00:00:00.000Z",""
"493","Sick Leave","6","6","2023-07-11T00:00:00.000Z",""
"494","Sick Leave","6","6","2023-07-12T00:00:00.000Z",""
"495","Public Holiday Replacement","5","3","2023-07-13T00:00:00.000Z",""
"496","Public Holiday Replacement","5","3","2023-07-14T00:00:00.000Z",""
"497","Public Holiday Replacement","5","7","2023-07-17T00:00:00.000Z",""
"498","Public Holiday Replacement","5","10","2023-07-18T00:00:00.000Z",""
"499","Public Holiday","0","0","2023-07-19T00:00:00.000Z",""
"500","Public Holiday","0","0","2023-07-19T00:00:00.000Z",""
"501","Public Holiday","0","0","2023-07-19T00:00:00.000Z",""
"502","Public Holiday","0","0","2023-07-19T00:00:00.000Z",""
"503","Public Holiday","0","0","2023-07-19T00:00:00.000Z",""
"504","Public Holiday","0","0","2023-07-19T00:00:00.000Z",""
"505","Public Holiday Replacement","5","52","2023-07-24T00:00:00.000Z",""
"506","Sick Leave","6","9","2023-08-02T00:00:00.000Z",""
"507","Public Holiday Replacement","5","3","2023-08-04T00:00:00.000Z",""
"508","Public Holiday Replacement","5","11","2023-08-04T00:00:00.000Z",""
"509","Public Holiday Replacement","5","9","2023-08-04T00:00:00.000Z",""
"510","Public Holiday Replacement","5","3","2023-08-07T00:00:00.000Z",""
"511","Public Holiday Replacement","5","11","2023-08-07T00:00:00.000Z",""
"512","Public Holiday","0","0","2023-08-17T00:00:00.000Z",""
"513","Public Holiday","0","0","2023-08-17T00:00:00.000Z",""
"514","Public Holiday","0","0","2023-08-17T00:00:00.000Z",""
"515","Public Holiday","0","0","2023-08-17T00:00:00.000Z",""
"516","Public Holiday","0","0","2023-08-17T00:00:00.000Z",""
"517","Special Leave","7","8","2023-08-22T00:00:00.000Z",""
"518","Public Holiday Replacement","5","73","2023-08-29T00:00:00.000Z",""
"519","AWOL","4","1","2023-08-30T00:00:00.000Z",""
"520","AWOL","4","3","2023-09-01T00:00:00.000Z",""
"521","Annual Leave","1","1","2023-09-01T00:00:00.000Z",""
"522","Annual Leave","1","73","2023-09-01T00:00:00.000Z",""
"523","AWOL","4","3","2023-09-04T00:00:00.000Z",""
"524","Annual Leave","1","7","2023-09-04T00:00:00.000Z",""
"525","Sick Leave","6","52","2023-09-05T00:00:00.000Z",""
"526","Sick Leave","6","51","2023-09-05T00:00:00.000Z",""
"527","AWOL","4","3","2023-09-05T00:00:00.000Z",""
"528","Annual Leave","1","7","2023-09-05T00:00:00.000Z",""
"529","Annual Leave","8","76","2023-09-05T00:00:00.000Z",""
"530","Annual Leave","1","7","2023-09-06T00:00:00.000Z",""
"531","Sick Leave","6","51","2023-09-07T00:00:00.000Z",""
"532","SPDR Commercial Assignment","11","14","2023-09-07T00:00:00.000Z",""
"533","SPDR Commercial Assignment","11","14","2023-09-08T00:00:00.000Z",""
"534","SPDR Commercial Assignment","11","14","2023-09-11T00:00:00.000Z",""
"535","SPDR Commercial Assignment","11","14","2023-09-12T00:00:00.000Z",""
"536","Public Holiday Replacement","5","13","2023-09-12T00:00:00.000Z",""
"537","SPDR Commercial Assignment","11","14","2023-09-13T00:00:00.000Z",""
"538","SPDR Commercial Assignment","11","14","2023-09-15T00:00:00.000Z",""
"539","AWOL","4","52","2023-09-15T00:00:00.000Z",""
"540","Unpaid Leave","8","1","2023-09-18T00:00:00.000Z",""
"541","AWOL","4","52","2023-09-18T00:00:00.000Z",""
"542","Public Holiday Replacement","5","8","2023-09-18T00:00:00.000Z",""
"543","AWOL","4","52","2023-09-22T00:00:00.000Z",""
"544","AWOL","4","52","2023-09-25T00:00:00.000Z",""
"545","AWOL","4","52","2023-09-27T00:00:00.000Z",""
"546","AWOL","4","52","2023-09-26T00:00:00.000Z",""
"548","AWOL","4","52","2023-09-21T00:00:00.000Z",""
"549","AWOL","4","52","2023-09-20T00:00:00.000Z",""
"550","AWOL","4","52","2023-09-19T00:00:00.000Z",""
"551","AWOL","4","52","2023-09-28T00:00:00.000Z",""
"552","Public Holiday","0","0","2023-09-28T00:00:00.000Z",""
"553","Public Holiday","0","0","2023-09-28T00:00:00.000Z",""
"554","Public Holiday","0","0","2023-09-28T00:00:00.000Z",""
"555","Public Holiday","0","0","2023-09-28T00:00:00.000Z",""
"556","Annual Leave","1","1","2023-09-14T00:00:00.000Z",""
"557","Annual Leave","4","14","2023-09-14T00:00:00.000Z",""
"558","AWOL","4","14","2023-09-20T00:00:00.000Z",""
"560","AWOL","4","52","2023-09-29T00:00:00.000Z",""
"561","Public Holiday Replacement","5","14","2023-09-29T00:00:00.000Z",""
"562","Public Holiday Replacement","5","8","2023-09-29T00:00:00.000Z",""
"563","AWOL","4","52","2023-10-02T00:00:00.000Z",""
"564","Sick Leave","6","51","2023-10-02T00:00:00.000Z",""
"565","AWOL","4","52","2023-10-03T00:00:00.000Z",""
"566","Sick Leave","6","51","2023-10-03T00:00:00.000Z",""
"567","AWOL","4","52","2023-10-04T00:00:00.000Z",""
"568","Annual Leave","1","9","2023-10-05T00:00:00.000Z",""
"569","AWOL","4","52","2023-10-05T00:00:00.000Z",""
"570","AWOL","4","52","2023-10-09T00:00:00.000Z",""
"571","AWOL","4","52","2023-10-11T00:00:00.000Z",""
"572","AWOL","4","52","2023-10-13T00:00:00.000Z",""
"573","AWOL","4","52","2023-10-06T00:00:00.000Z",""
"574","Annual Leave","1","9","2023-10-06T00:00:00.000Z",""
"575","AWOL","4","52","2023-10-10T00:00:00.000Z",""
"576","AWOL","4","52","2023-10-12T00:00:00.000Z",""
"577","AWOL","4","52","2023-10-16T00:00:00.000Z",""
"578","Public Holiday Replacement","5","6","2023-10-05T00:00:00.000Z",""
"579","Public Holiday Replacement","5","6","2023-10-06T00:00:00.000Z",""
"580","Public Holiday Replacement","5","11","2023-10-09T00:00:00.000Z",""
"581","Public Holiday Replacement","5","10","2023-10-10T00:00:00.000Z",""
"582","AWOL","4","52","2023-10-18T00:00:00.000Z",""
"583","Annual Leave","1","1","2023-10-19T00:00:00.000Z",""
"584","AWOL","4","52","2023-10-19T00:00:00.000Z",""
"585","AWOL","4","52","2023-10-20T00:00:00.000Z",""
"586","Annual Leave","1","9","2023-10-20T00:00:00.000Z",""
"587","Annual Leave","1","52","2023-10-17T00:00:00.000Z",""
"588","Annual Leave","1","1","2023-10-23T00:00:00.000Z",""
"589","AWOL","4","52","2023-10-23T00:00:00.000Z",""
"590","Annual Leave","1","14","2023-10-23T00:00:00.000Z",""
"591","AWOL","4","52","2023-10-24T00:00:00.000Z",""
"592","AWOL","4","52","2023-10-25T00:00:00.000Z",""
"593","Annual Leave","6","9","2023-10-27T00:00:00.000Z",""
"594","AWOL","4","52","2023-10-27T00:00:00.000Z",""
"595","Sick Leave","6","9","2023-10-26T00:00:00.000Z",""
"596","AWOL","4","52","2023-10-26T00:00:00.000Z",""
"597","Public Holiday Replacement","5","57","2023-10-27T00:00:00.000Z",""
"598","Sick Leave","6","77","2023-10-31T00:00:00.000Z",""
"600","Annual Leave","1","6","2023-11-02T00:00:00.000Z",""
"601","No Assignements","12","76","2023-11-01T00:00:00.000Z",""
"602","AWOL","4","60","2023-11-03T00:00:00.000Z",""
"603","AWOL","4","60","2023-11-06T00:00:00.000Z",""
"604","Annual Leave","1","13","2023-11-06T00:00:00.000Z",""
"605","Annual Leave","1","53","2023-11-07T00:00:00.000Z",""
"606","AWOL","4","60","2023-11-07T00:00:00.000Z",""
"607","Annual Leave","1","53","2023-11-08T00:00:00.000Z",""
"608","Annual Leave","12","1","2023-11-08T00:00:00.000Z",""
"609","AWOL","4","60","2023-11-08T00:00:00.000Z",""
"610","AWOL","4","60","2023-11-09T00:00:00.000Z",""
"611","Annual Leave","1","51","2023-11-09T00:00:00.000Z",""
"612","AWOL","4","60","2023-11-10T00:00:00.000Z",""
"613","AWOL","4","60","2023-11-13T00:00:00.000Z",""
"614","Sick Leave","6","6","2023-11-13T00:00:00.000Z",""
"615","AWOL","4","60","2023-11-14T00:00:00.000Z",""
"616","Sick Leave","6","53","2023-11-15T00:00:00.000Z",""
"617","No Assignements","12","79","2023-11-21T00:00:00.000Z",""
"618","No Assignements","12","79","2023-11-20T00:00:00.000Z",""
"619","No Assignements","12","79","2023-11-23T00:00:00.000Z",""
"620","No Assignements","12","79","2023-11-24T00:00:00.000Z",""
"621","Public Holiday Replacement","5","75","2023-11-24T00:00:00.000Z",""
"622","No Assignements","12","79","2023-11-28T00:00:00.000Z",""
"623","No Assignements","12","80","2023-11-28T00:00:00.000Z",""
"624","Annual Leave","1","51","2023-11-27T00:00:00.000Z",""
"625","No Assignements","12","79","2023-11-27T00:00:00.000Z",""
"626","No Assignements","4","80","2023-11-27T00:00:00.000Z",""
"627","No Assignements","12","76","2023-11-29T00:00:00.000Z",""
"628","No Assignements","12","79","2023-11-29T00:00:00.000Z",""
"629","AWOL","4","80","2023-11-29T00:00:00.000Z",""
"630","Annual Leave","1","11","2023-11-29T00:00:00.000Z",""
"631","No Assignements","12","79","2023-11-30T00:00:00.000Z",""
"632","Annual Leave","1","8","2023-12-01T00:00:00.000Z",""
"633","Public Holiday Replacement","5","51","2023-12-01T00:00:00.000Z",""
"634","No Assignements","12","79","2023-12-01T00:00:00.000Z",""
"635","No Assignements","12","14","2023-12-04T00:00:00.000Z",""
"636","No Assignements","12","79","2023-12-04T00:00:00.000Z",""
"637","No Assignements","12","1","2023-12-05T00:00:00.000Z",""
"638","No Assignements","12","79","2023-12-05T00:00:00.000Z",""
"639","No Assignements","12","14","2023-12-05T00:00:00.000Z",""
"640","No Assignements","12","60","2023-12-05T00:00:00.000Z",""
"641","No Assignements","12","79","2023-12-08T00:00:00.000Z",""
"642","Annual Leave","1","10","2023-12-07T00:00:00.000Z",""
"643","No Assignements","12","1","2023-12-07T00:00:00.000Z",""
"644","No Assignements","12","1","2023-12-13T00:00:00.000Z",""
"645","Annual Leave","1","11","2023-12-11T00:00:00.000Z",""
"646","Annual Leave","1","11","2023-12-12T00:00:00.000Z",""
"647","Annual Leave","1","11","2023-12-13T00:00:00.000Z",""
"648","Annual Leave","1","11","2023-12-15T00:00:00.000Z",""
"649","Annual Leave","1","13","2023-12-15T00:00:00.000Z",""
"650","Sick Leave","6","6","2023-12-15T00:00:00.000Z",""
"651","Annual Leave","1","11","2023-12-14T00:00:00.000Z",""
"652","No Assignements","12","76","2023-12-18T00:00:00.000Z",""
"653","No Assignements","12","1","2023-12-18T00:00:00.000Z",""
"654","No Assignements","12","79","2023-12-18T00:00:00.000Z",""
"655","No Assignements","12","76","2023-12-15T00:00:00.000Z",""
"656","No Assignements","12","1","2023-12-15T00:00:00.000Z",""
"657","No Assignements","12","79","2023-12-15T00:00:00.000Z",""
"658","No Assignements","12","1","2023-12-14T00:00:00.000Z",""
"659","No Assignements","12","79","2023-12-14T00:00:00.000Z",""
"662","Sick Leave","6","77","2023-12-20T00:00:00.000Z",""
"663","No Assignements","12","1","2023-12-20T00:00:00.000Z",""
"664","No Assignements","12","76","2023-12-20T00:00:00.000Z",""
"665","No Assignements","12","79","2023-12-20T00:00:00.000Z",""
"666","Sick Leave","6","57","2023-12-18T00:00:00.000Z",""
"667","Sick Leave","6","53","2023-12-19T00:00:00.000Z",""
"668","No Assignements","12","1","2023-12-19T00:00:00.000Z",""
"669","No Assignements","12","76","2023-12-19T00:00:00.000Z",""
"670","No Assignements","12","76","2023-12-21T00:00:00.000Z",""
"671","No Assignements","12","1","2023-12-21T00:00:00.000Z",""
"672","No Assignements","12","79","2023-12-21T00:00:00.000Z",""
"673","No Assignements","12","76","2023-12-22T00:00:00.000Z",""
"674","No Assignements","12","1","2023-12-22T00:00:00.000Z",""
"675","No Assignements","12","79","2023-12-22T00:00:00.000Z",""
"676","Annual Leave","12","75","2023-12-22T00:00:00.000Z",""
"677","Sick Leave","6","57","2023-12-21T00:00:00.000Z",""
"678","Annual Leave","5","6","2023-12-21T00:00:00.000Z",""
"679","Public Holiday Replacement","5","6","2023-12-22T00:00:00.000Z",""
"680","No Assignements","12","76","2023-12-28T00:00:00.000Z",""
"681","No Assignements","12","1","2023-12-28T00:00:00.000Z",""
"682","No Assignements","12","79","2023-12-28T00:00:00.000Z",""
"683","No Assignements","12","76","2024-01-03T00:00:00.000Z",""
"684","No Assignements","12","81","2024-01-03T00:00:00.000Z",""
"685","No Assignements","12","1","2024-01-03T00:00:00.000Z",""
"686","No Assignements","12","81","2024-01-04T00:00:00.000Z",""
"687","No Assignements","12","1","2024-01-04T00:00:00.000Z",""
"688","SPDR Commercial Assignment","12","76","2024-01-04T00:00:00.000Z",""
"689","No Assignements","12","79","2024-01-05T00:00:00.000Z",""
"690","No Assignements","12","76","2024-01-05T00:00:00.000Z",""
"691","No Assignements","12","1","2024-01-05T00:00:00.000Z",""
"692","No Assignements","12","81","2024-01-05T00:00:00.000Z",""
"693","No Assignements","12","81","2024-01-08T00:00:00.000Z",""
"694","No Assignements","12","1","2024-01-08T00:00:00.000Z",""
"695","No Assignements","12","1","2024-01-10T00:00:00.000Z",""
"696","No Assignements","12","81","2024-01-10T00:00:00.000Z",""
"697","No Assignements","12","79","2024-01-10T00:00:00.000Z",""
"698","No Assignements","12","79","2024-01-09T00:00:00.000Z",""
"699","No Assignements","12","1","2024-01-09T00:00:00.000Z",""
"700","No Assignements","12","81","2024-01-09T00:00:00.000Z",""
"701","No Assignements","12","79","2023-12-29T00:00:00.000Z",""
"702","No Assignements","12","76","2023-12-29T00:00:00.000Z",""
"703","No Assignements","12","81","2023-12-29T00:00:00.000Z",""
"704","No Assignements","12","1","2023-12-29T00:00:00.000Z",""
"705","No Assignements","12","1","2024-01-12T00:00:00.000Z",""
"706","No Assignements","12","79","2024-01-12T00:00:00.000Z",""
"707","No Assignements","12","81","2024-01-12T00:00:00.000Z",""
"708","No Assignements","12","79","2024-01-11T00:00:00.000Z",""
"709","No Assignements","12","81","2024-01-11T00:00:00.000Z",""
"710","No Assignements","12","81","2024-01-15T00:00:00.000Z",""
"711","Sick Leave","6","51","2024-01-15T00:00:00.000Z",""
"712","No Assignements","12","1","2024-01-15T00:00:00.000Z",""
"713","No Assignements","12","79","2024-01-15T00:00:00.000Z",""
"714","No Assignements","12","79","2024-01-16T00:00:00.000Z",""
"715","No Assignements","12","1","2024-01-16T00:00:00.000Z",""
"716","No Assignements","12","81","2024-01-16T00:00:00.000Z",""
"717","No Assignements","12","81","2024-01-17T00:00:00.000Z",""
"718","No Assignements","12","79","2024-01-17T00:00:00.000Z",""
"719","No Assignements","12","79","2024-01-19T00:00:00.000Z",""
"720","No Assignements","12","81","2024-01-19T00:00:00.000Z",""
"721","No Assignements","12","79","2024-01-18T00:00:00.000Z",""
"722","No Assignements","12","77","2024-01-22T00:00:00.000Z",""
"723","No Assignements","12","79","2024-01-22T00:00:00.000Z",""
"724","Special Leave","6","57","2024-01-22T00:00:00.000Z",""
"725","Sick Leave","6","6","2024-01-22T00:00:00.000Z",""
"726","No Assignements","12","77","2024-01-23T00:00:00.000Z",""
"727","No Assignements","12","79","2024-01-23T00:00:00.000Z",""
"728","Annual Leave","1","9","2024-01-24T00:00:00.000Z",""
"729","No Assignements","12","79","2024-01-24T00:00:00.000Z",""
"730","Annual Leave","1","9","2024-01-25T00:00:00.000Z",""
"731","No Assignements","12","79","2024-01-25T00:00:00.000Z",""
"732","No Assignements","12","79","2024-01-26T00:00:00.000Z",""
"733","Sick Leave","6","74","2024-01-29T00:00:00.000Z",""
"734","Sick Leave","6","51","2024-01-29T00:00:00.000Z",""
"735","No Assignements","12","79","2024-01-29T00:00:00.000Z",""
"736","No Assignements","12","76","2024-01-30T00:00:00.000Z",""
"737","No Assignements","12","79","2024-01-30T00:00:00.000Z",""
"738","Annual Leave","1","10","2024-01-29T00:00:00.000Z",""
"739","No Assignements","12","1","2024-01-31T00:00:00.000Z",""
"740","No Assignements","12","79","2024-01-31T00:00:00.000Z",""
"741","No Assignements","12","1","2024-02-02T00:00:00.000Z",""
"742","No Assignements","12","79","2024-02-02T00:00:00.000Z",""
"743","No Assignements","12","79","2024-02-05T00:00:00.000Z",""
"744","No Assignements","12","1","2024-02-05T00:00:00.000Z",""
"745","No Assignements","12","82","2024-02-05T00:00:00.000Z",""
"746","No Assignements","12","79","2024-02-06T00:00:00.000Z",""
"747","No Assignements","12","1","2024-02-06T00:00:00.000Z",""
"748","Public Holiday","0","0","2024-02-08T00:00:00.000Z",""
"749","Public Holiday","0","0","2024-02-08T00:00:00.000Z",""
"750","Public Holiday","0","0","2024-02-08T00:00:00.000Z",""
"751","Public Holiday","0","0","2024-02-08T00:00:00.000Z",""
"752","Annual Leave","1","6","2024-02-07T00:00:00.000Z",""
"753","Half-Day Off","12","1","2024-02-07T00:00:00.000Z",""
"754","No Assignements","12","79","2024-02-07T00:00:00.000Z",""
"755","No Assignements","12","1","2024-02-08T00:00:00.000Z",""
"756","Special Leave","0","0","2024-02-08T00:00:00.000Z",""
"757","No Assignements","12","79","2024-02-08T00:00:00.000Z",""
"758","Public Holiday Replacement","5","8","2024-02-09T00:00:00.000Z",""
"759","Annual Leave","1","7","2024-02-09T00:00:00.000Z",""
"760","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"761","No Assignements","12","1","2024-02-12T00:00:00.000Z",""
"762","SPDR Commercial Assignment","12","79","2024-02-12T00:00:00.000Z",""
"763","No Assignements","12","76","2024-02-13T00:00:00.000Z",""
"764","No Assignements","12","79","2024-02-13T00:00:00.000Z",""
"765","No Assignements","12","76","2024-02-15T00:00:00.000Z",""
"766","No Assignements","12","1","2024-02-15T00:00:00.000Z",""
"767","No Assignements","12","79","2024-02-15T00:00:00.000Z",""
"768","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"769","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"770","No Assignements","12","79","2024-02-16T00:00:00.000Z",""
"771","AWOL","4","83","2024-02-16T00:00:00.000Z",""
"772","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"773","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"774","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"775","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"776","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"777","Public Holiday","0","0","2024-02-14T00:00:00.000Z",""
"778","No Assignements","12","1","2024-02-19T00:00:00.000Z",""
"779","Half-Day Off","12","79","2024-02-19T00:00:00.000Z",""
"780","No Assignements","12","79","2024-02-09T00:00:00.000Z",""
"781","No Assignements","12","1","2024-02-21T00:00:00.000Z",""
"782","No Assignements","12","79","2024-02-21T00:00:00.000Z",""
"783","No Assignements","12","1","2024-02-22T00:00:00.000Z",""
"784","No Assignements","12","79","2024-02-22T00:00:00.000Z",""
"785","No Assignements","12","1","2024-02-23T00:00:00.000Z",""
"786","No Assignements","12","79","2024-02-23T00:00:00.000Z",""
"787","No Assignements","12","1","2024-02-20T00:00:00.000Z",""
"788","No Assignements","12","79","2024-02-20T00:00:00.000Z",""
"789","No Assignements","12","1","2024-02-26T00:00:00.000Z",""
"790","No Assignements","12","79","2024-02-26T00:00:00.000Z",""
"791","No Assignements","12","1","2024-02-27T00:00:00.000Z",""
"792","No Assignements","12","79","2024-02-27T00:00:00.000Z",""
"793","No Assignements","12","1","2024-02-28T00:00:00.000Z",""
"794","No Assignements","12","79","2024-02-28T00:00:00.000Z",""
"795","No Assignements","12","1","2024-02-29T00:00:00.000Z",""
"796","No Assignements","12","79","2024-02-29T00:00:00.000Z",""
"797","Public Holiday Replacement","5","57","2024-02-27T00:00:00.000Z",""
"798","Public Holiday Replacement","5","57","2024-02-28T00:00:00.000Z",""
"799","Public Holiday Replacement","5","10","2024-02-28T00:00:00.000Z",""
"800","No Assignements","12","76","2024-03-04T00:00:00.000Z",""
"801","No Assignements","12","79","2024-03-04T00:00:00.000Z",""
"802","No Assignements","12","1","2024-03-04T00:00:00.000Z",""
"803","AWOL","4","90","2024-03-01T00:00:00.000Z",""
"804","Annual Leave","12","79","2024-03-01T00:00:00.000Z",""
"805","No Assignements","12","1","2024-03-01T00:00:00.000Z",""
"807","Public Holiday Replacement","5","6","2024-03-05T00:00:00.000Z",""
"808","Public Holiday Replacement","5","6","2024-03-06T00:00:00.000Z",""
"809","No Assignements","12","76","2024-03-05T00:00:00.000Z",""
"810","No Assignements","12","79","2024-03-05T00:00:00.000Z",""
"811","No Assignements","12","1","2024-03-05T00:00:00.000Z",""
"812","No Assignements","12","79","2024-03-06T00:00:00.000Z",""
"813","No Assignements","12","1","2024-03-06T00:00:00.000Z",""
"814","Annual Leave","1","53","2024-03-08T00:00:00.000Z",""
"815","No Assignements","12","1","2024-03-08T00:00:00.000Z",""
"816","No Assignements","12","79","2024-03-08T00:00:00.000Z",""
"817","No Assignements","12","76","2024-03-08T00:00:00.000Z",""
"818","Public Holiday","0","0","2024-03-11T00:00:00.000Z",""
"819","Public Holiday","0","0","2024-03-11T00:00:00.000Z",""
"820","No Assignements","12","76","2024-03-07T00:00:00.000Z",""
"821","No Assignements","12","79","2024-03-07T00:00:00.000Z",""
"822","No Assignements","12","1","2024-03-07T00:00:00.000Z",""
"823","Public Holiday","0","0","2024-03-11T00:00:00.000Z",""
"824","Public Holiday","0","0","2024-03-11T00:00:00.000Z",""
"825","Public Holiday","0","0","2024-03-11T00:00:00.000Z",""
"826","Unpaid Leave","0","0","2024-03-11T00:00:00.000Z",""
"827","No Assignements","12","1","2024-03-11T00:00:00.000Z",""
"828","No Assignements","12","76","2024-03-11T00:00:00.000Z",""
"829","No Assignements","12","79","2024-03-11T00:00:00.000Z",""
"830","No Assignements","12","1","2024-03-12T00:00:00.000Z",""
"831","No Assignements","12","79","2024-03-12T00:00:00.000Z",""
"832","No Assignements","12","76","2024-03-12T00:00:00.000Z",""
"833","No Assignements","12","79","2024-03-13T00:00:00.000Z",""
"834","No Assignements","12","1","2024-03-13T00:00:00.000Z",""
"835","No Assignements","12","76","2024-03-18T00:00:00.000Z",""
"836","No Assignements","12","79","2024-03-18T00:00:00.000Z",""
"837","No Assignements","12","1","2024-03-18T00:00:00.000Z",""
"838","No Assignements","12","79","2024-03-19T00:00:00.000Z",""
